ID;Name;FullName;Age;Height;Weight;PhotoUrl;Nationality;Overall;Potential;Growth;TotalStats;BaseStats;Positions;BestPosition;Club_id;ValueEUR;WageEUR;ReleaseClause;ClubPosition;ContractUntil;ClubNumber;ClubJoined;OnLoad;NationalTeam;NationalPosition;NationalNumber;PreferredFoot;IntReputation;WeakFoot;SkillMoves;AttackingWorkRate;DefensiveWorkRate;PaceTotal;ShootingTotal;PassingTotal;DribblingTotal;DefendingTotal;PhysicalityTotal;Crossing;Finishing;HeadingAccuracy;ShortPassing;Volleys;Dribbling;Curve;FKAccuracy;LongPassing;BallControl;Acceleration;SprintSpeed;Agility;Reactions;Balance;ShotPower;Jumping;Stamina;Strength;LongShots;Aggression;Interceptions;Positioning;Vision;Penalties;Composure;Marking;StandingTackle;SlidingTackle;GKDiving;GKHandling;GKKicking;GKPositioning;GKReflexes;STRating;LWRating;LFRating;CFRating;RFRating;RWRating;CAMRating;LMRating;CMRating;RMRating;LWBRating;CDMRating;RWBRating;LBRating;CBRating;RBRating;GKRating
239782;B. Acosta;Bryan Acosta;26;173;73;https://cdn.sofifa.com/players/239/782/21_60.png;Honduras;71;71;0;2026;437;CM,CDM,CAM;CM;695;2000000;6000;3000000;CDM;2021;8;2019;False;Not in team;;;Right;1;3;3;High;High;84;70;67;68;65;83;56;62;63;70;44;64;49;73;74;68;79;88;79;72;87;86;74;86;81;79;86;68;67;72;62;68;66;65;62;9;7;13;8;7;71;69;70;70;70;69;71;71;71;71;71;71;71;71;71;71;17
172198;J. Moulin;Jessy Moulin;34;185;88;https://cdn.sofifa.com/players/172/198/21_60.png;France;71;71;0;1139;404;GK;GK;1819;325000;14000;650000;RES;2022;30;2005;False;Not in team;;;Right;1;2;1;Medium;Medium;72;70;65;73;52;72;15;14;15;32;14;13;14;11;35;23;51;52;48;63;56;49;42;32;54;14;20;16;11;29;23;59;14;13;14;72;70;65;72;73;30;27;28;28;28;27;30;30;30;30;28;29;28;28;26;28;71
193182;W. Foderingham;Wes Foderingham;29;185;75;https://cdn.sofifa.com/players/193/182/21_60.png;England;71;71;0;1228;393;GK;GK;1794;1300000;17000;2600000;SUB;2023;18;2020;False;Not in team;;;Left;1;2;1;Medium;Medium;71;69;68;72;43;70;21;13;20;30;13;12;20;14;34;28;46;40;62;69;42;51;58;34;71;15;30;19;12;67;14;53;12;20;11;71;69;68;70;72;32;30;31;31;31;30;36;33;36;33;29;33;29;29;30;29;71
230302;JosuÃ© da Feira;JosuÃ© Durval da Feira Cunha;28;177;71;https://cdn.sofifa.com/players/230/302/21_60.png;Brazil;71;71;0;1772;361;ST;ST;111042;1900000;11000;3600000;ST;2023;10;2019;False;Not in team;;;Right;1;3;3;Medium;Medium;67;74;60;71;29;60;60;75;69;65;76;68;65;58;61;77;68;66;66;77;73;73;74;66;60;76;49;22;69;50;67;71;28;23;20;13;13;14;13;18;71;69;70;70;70;69;70;69;64;69;53;50;53;50;45;50;23
214680;G. Gallon;Gauthier Gallon;27;186;79;https://cdn.sofifa.com/players/214/680/21_60.png;France;71;74;3;1129;392;GK;GK;294;1800000;5000;3400000;GK;2024;30;2019;False;Not in team;;;Right;1;2;1;Medium;Medium;72;69;68;72;40;71;12;14;13;29;16;17;15;19;27;18;40;40;38;65;54;51;59;29;64;15;30;22;15;15;19;56;12;16;13;72;69;68;71;72;30;24;26;26;26;24;26;27;27;27;27;28;27;26;28;26;72
230298;Walter Silvieiro;Walter Elias Silvieiro Borges;28;179;70;https://cdn.sofifa.com/players/230/298/21_60.png;Brazil;71;71;0;1785;371;ST;ST;112119;1900000;11000;3600000;ST;2023;30;2019;False;Not in team;;;Right;1;3;3;High;Low;72;76;61;64;36;62;60;77;70;65;74;63;68;61;51;67;73;71;64;63;61;76;75;66;59;72;59;51;75;61;76;66;15;38;28;9;13;7;9;8;71;67;69;69;69;67;68;68;64;68;56;53;56;54;50;54;17
236696;A. Chatzigiovanis;Anastasios Chatzigiovanis;23;175;62;https://cdn.sofifa.com/players/236/696/21_60.png;Greece;71;77;6;1771;381;RW,LW;RM;1884;3000000;600;7200000;RW;2022;11;2016;False;Not in team;;;Right;1;4;3;High;Medium;80;62;68;74;36;61;70;63;55;68;59;76;63;65;66;72;82;78;77;65;75;64;59;65;57;60;64;25;67;67;55;65;45;30;33;12;8;8;12;6;68;71;69;69;69;71;72;73;66;73;58;55;58;55;48;55;18
184472;M. Olsson;Martin Olsson;32;178;80;https://cdn.sofifa.com/players/184/472/21_60.png;Sweden;71;71;0;1926;409;LB,CB;LB;711;1300000;4000;1600000;LB;2022;15;2021;False;Not in team;;;Left;1;2;3;High;Medium;71;62;68;69;69;70;70;55;60;69;65;68;66;59;67;70;70;72;73;71;64;75;71;65;70;64;74;66;66;66;49;72;72;72;69;11;9;7;9;12;68;68;67;67;67;68;69;70;70;70;71;71;71;71;71;71;19
200857;M. Leitner;Moritz Leitner;27;176;68;https://cdn.sofifa.com/players/200/857/21_60.png;Germany;71;71;0;1896;392;CM,CDM;CM;1792;2000000;8000;3800000;RES;2022;32;2018;False;Not in team;;;Right;2;4;3;Medium;Medium;67;65;73;73;59;55;69;59;38;75;71;72;77;69;73;75;72;62;78;65;77;70;54;62;48;75;64;64;66;74;48;67;56;67;54;15;12;14;7;14;66;70;69;69;69;70;71;71;71;71;68;68;68;65;61;65;20
203161;M. Franke;Marcel Franke;27;193;90;https://cdn.sofifa.com/players/203/161/21_60.png;Germany;71;72;1;1418;317;CB;CB;485;1900000;15000;3200000;CB;2022;28;2019;False;Not in team;;;Right;1;2;2;Medium;High;53;31;40;44;72;77;27;24;74;54;24;42;23;24;48;48;47;58;37;66;38;49;54;60;90;32;71;71;22;32;30;56;69;74;70;15;9;11;15;10;48;41;42;42;42;41;44;45;50;45;60;64;60;63;72;63;20
228505;P. Pentz;Patrick Pentz;23;182;81;https://cdn.sofifa.com/players/228/505/21_60.png;Austria;71;78;7;1269;407;GK;GK;256;3200000;8000;5300000;GK;2022;1;2015;False;Not in team;;;Left;1;4;1;Medium;Medium;68;67;73;74;54;71;19;13;16;31;15;15;15;13;20;25;52;55;62;68;54;55;68;42;63;14;26;19;20;58;24;37;17;19;18;68;67;73;71;74;33;31;32;32;32;31;35;34;34;34;32;32;32;32;31;32;72
237209;M. MitroviÄ‡;Matej MitroviÄ‡;26;187;85;https://cdn.sofifa.com/players/237/209/21_60.png;Croatia;71;74;3;1675;358;CB;CB;231;2200000;14000;3200000;SUB;2024;15;2018;False;Not in team;;;Right;1;2;2;Low;High;47;50;57;58;73;73;56;44;75;66;42;56;39;37;68;64;46;47;52;66;55;68;43;63;82;48;72;72;44;44;60;71;73;75;70;13;9;10;7;9;59;54;55;55;55;54;57;58;63;58;66;71;66;68;73;68;18
172953;A. Mariappa;Adrian Mariappa;33;180;79;https://cdn.sofifa.com/players/172/953/21_60.png;Jamaica;71;71;0;1619;342;CB,RB;CB;1919;900000;24000;1700000;SUB;2021;19;2020;False;Not in team;;;Right;1;3;2;Medium;High;52;34;57;60;72;67;57;27;75;63;21;58;33;22;60;62;52;52;51;70;71;47;78;55;71;34;69;70;50;58;44;64;73;71;73;6;15;8;13;10;54;54;54;54;54;54;58;58;62;58;66;68;66;67;71;67;19
244377;T. BorevkoviÄ‡;Toni BorevkoviÄ‡;23;194;86;https://cdn.sofifa.com/players/244/377/21_60.png;Croatia;71;80;9;1461;315;CB;CB;744;3900000;6000;9000000;CB;2023;6;2018;False;Not in team;;;Right;1;3;2;Medium;Medium;45;30;47;45;71;77;31;26;70;68;31;41;34;30;56;53;38;51;31;66;38;40;62;70;88;28;64;67;27;28;44;58;71;74;73;15;14;13;9;10;48;42;43;43;43;42;47;48;55;48;62;67;62;64;73;64;20
209818;J. Brenet;Joshua Brenet;26;181;74;https://cdn.sofifa.com/players/209/818/21_60.png;Netherlands;71;71;0;1723;381;LB,RB,RWB;LB;10029;1900000;19000;3200000;RES;2022;2;2018;False;Not in team;;;Right;1;3;3;High;Medium;80;36;61;69;68;67;68;36;65;68;35;71;30;31;61;67;83;78;69;66;69;30;59;67;66;31;70;68;58;56;56;62;66;70;70;16;11;13;10;9;58;64;60;60;60;64;64;68;65;68;71;69;71;71;70;71;20
217242;Y. Kubo;Yuya Kubo;26;178;73;https://cdn.sofifa.com/players/217/242/21_60.png;Japan;71;71;0;1852;384;LW,CAM,ST;LW;113149;2000000;6000;2900000;SUB;2022;7;2020;False;Not in team;;;Right;1;4;4;Medium;Medium;74;66;67;75;43;59;64;65;51;69;58;75;70;71;61;72;78;70;86;67;76;69;82;68;60;68;41;37;70;67;65;66;37;48;50;9;11;14;11;12;69;71;70;70;70;71;71;71;68;71;61;58;61;59;53;59;19
219546;J. Murillo;JesÃºs Murillo;26;183;80;https://cdn.sofifa.com/players/219/546/21_60.png;Colombia;71;74;3;1741;380;CB,RB;CB;112996;2200000;5000;3500000;CB;2022;94;2020;False;Not in team;;;Right;1;3;2;Medium;High;79;38;53;61;70;79;52;35;68;59;36;59;59;37;56;57;81;77;73;68;68;45;82;81;79;36;74;74;39;42;39;63;70;70;68;8;15;9;10;15;56;56;53;53;53;56;56;60;59;60;69;68;69;71;73;71;20
220058;D. Phillips;Dillon Phillips;25;188;75;https://cdn.sofifa.com/players/220/058/21_60.png;England;71;76;5;1150;391;GK;GK;1961;2200000;13000;4300000;SUB;2023;1;2020;False;Not in team;;;Right;1;3;1;Medium;Medium;73;69;62;72;45;70;19;15;12;32;19;21;19;20;18;27;48;43;30;69;54;47;51;38;58;18;19;14;6;20;27;46;24;20;16;73;69;62;70;72;31;27;28;28;28;27;29;30;29;30;31;29;31;30;29;30;72
189338;J. Urretaviscaya;Jonathan Urretaviscaya;30;174;63;https://cdn.sofifa.com/players/189/338/21_60.png;Uruguay;71;71;0;1828;383;RW,RM;RW;115535;1800000;550;3900000;RM;2021;7;2021;False;Not in team;;;Right;1;3;4;Medium;Medium;77;67;71;73;33;62;70;65;52;71;62;72;72;70;66;72;75;79;78;69;76;77;69;63;64;65;56;30;72;74;59;69;29;35;30;9;15;12;14;6;71;71;71;71;71;71;71;71;68;71;57;55;57;54;48;54;19
184477;K. Papadopoulos;Kyriakos Papadopoulos;28;185;87;https://cdn.sofifa.com/players/184/477/21_60.png;Greece;71;71;0;1599;323;CB;CB;#N/A;0;0;0;;;;2017;False;Greece;CB;4;Right;2;3;2;Low;High;48;40;47;44;70;74;44;19;81;51;44;36;35;43;50;50;48;48;51;66;58;68;90;34;85;58;90;65;35;44;46;60;68;70;70;11;10;12;9;10;51;44;45;45;45;44;47;46;51;46;57;63;57;61;71;61;18
192922;O. JimÃ©nez;Oscar JimÃ©nez;31;182;78;https://cdn.sofifa.com/players/192/922/21_60.png;Mexico;71;71;0;1145;386;GK;GK;1879;1000000;17000;1700000;SUB;2022;27;2016;False;Not in team;;;Right;1;3;1;Medium;Medium;73;69;68;72;33;71;14;13;19;25;12;15;13;25;31;24;33;33;42;65;50;51;71;17;76;13;13;22;14;32;22;52;15;15;17;73;69;68;71;72;30;24;26;26;26;24;28;27;29;27;26;29;26;26;30;26;71
237211;Yuri Ribeiro;Yuri Oliveira Ribeiro;23;175;74;https://cdn.sofifa.com/players/237/211/21_60.png;Portugal;71;76;5;1895;400;LB;LWB;14;2600000;23000;5100000;LB;2022;5;2019;False;Not in team;;;Left;1;3;3;High;Medium;76;51;68;72;67;66;69;46;63;70;53;70;67;50;65;72;76;76;78;70;78;66;75;70;64;46;65;69;70;68;41;73;68;66;67;12;12;13;8;12;66;68;67;67;67;68;70;71;70;71;72;70;72;71;69;71;20
242075;J. Sargent;Josh Sargent;20;185;79;https://cdn.sofifa.com/players/242/075/21_60.png;United States;71;82;11;1808;390;ST,RW;ST;38;4099999;14000;8199999;ST;2022;19;2018;False;United States;ST;9;Right;1;4;3;High;Medium;79;70;61;71;39;70;58;71;65;66;65;70;62;56;55;71;78;79;76;73;68;75;64;77;68;65;66;43;74;62;58;67;32;37;33;8;7;9;8;9;73;70;71;71;71;70;71;71;66;71;59;57;59;57;53;57;17
257179;GonÃ§alo InÃ¡cio;GonÃ§alo Bernardo InÃ¡cio;18;186;80;https://cdn.sofifa.com/players/257/179/21_60.png;Portugal;71;84;13;1549;336;CB;CB;237;4099999;2000;10800000;CB;2025;52;2019;False;Not in team;;;Left;1;2;2;Medium;Medium;64;30;53;48;71;70;30;23;67;69;34;32;29;27;66;67;65;64;59;73;54;44;66;68;73;28;68;72;24;50;45;64;68;75;73;6;6;7;10;7;50;47;48;48;48;47;53;53;61;53;66;71;66;68;73;68;16
165788;L. Ulloa;Leonardo Ulloa;33;188;89;https://cdn.sofifa.com/players/165/788/21_60.png;Argentina;71;71;0;1810;366;ST;ST;480;1200000;6000;1900000;RES;2021;9;2019;False;Not in team;;;Right;1;3;3;Medium;Medium;36;70;62;68;50;80;51;71;83;69;71;69;55;56;63;71;35;37;57;74;57;75;76;66;90;62;71;33;78;63;73;72;55;48;45;13;8;8;16;11;71;64;68;68;68;64;68;65;67;65;56;61;56;55;62;55;21
251292;F. Kastenmeier;Florian Kastenmeier;23;192;85;https://cdn.sofifa.com/players/251/292/21_60.png;Germany;71;76;5;990;374;GK;GK;110636;2300000;11000;3900000;GK;2024;33;2019;False;Not in team;;;Right;1;3;1;Medium;Medium;73;66;70;73;25;67;10;6;14;15;5;12;14;14;19;18;26;25;21;69;28;53;57;25;68;9;16;20;8;42;12;32;12;10;13;73;66;70;67;73;26;20;23;23;23;20;24;23;25;23;23;25;23;23;26;23;72
253340;E. Mera;EfrÃ©n Mera;35;167;66;https://cdn.sofifa.com/players/253/340/21_60.png;Ecuador;71;71;0;1855;390;CAM,CM;CAM;112908;775000;500;1700000;SUB;2021;10;2017;False;Not in team;;;Right;1;3;3;Medium;Medium;68;70;67;73;50;62;59;69;43;70;59;72;74;66;65;73;69;68;74;72;79;74;55;69;56;73;68;51;69;69;57;68;56;49;42;11;12;15;9;8;69;70;70;70;70;70;71;71;70;71;63;63;63;60;57;60;19
191388;T. Usami;Takashi Usami;28;178;69;https://cdn.sofifa.com/players/191/388/21_60.png;Japan;71;71;0;1838;398;CF,ST;CAM;112093;1900000;10000;2400000;LF;2022;39;2019;False;Not in team;;;Right;2;4;4;Medium;Low;78;68;70;76;43;63;70;67;54;70;72;80;72;67;67;71;78;78;78;66;68;70;31;68;65;69;62;44;68;71;68;70;38;47;37;9;11;9;6;7;71;71;71;71;71;71;71;71;69;71;62;60;62;59;53;59;17
215965;C. Strandberg;Carlos Strandberg;24;187;90;https://cdn.sofifa.com/players/215/965/21_60.png;Sweden;71;76;5;1633;367;ST;ST;113058;2900000;9000;5000000;ST;2022;99;2019;False;Not in team;;;Left;1;3;2;Medium;Low;80;71;53;61;25;77;50;74;62;59;67;63;42;31;46;66;73;86;41;67;50;78;75;66;90;63;58;13;70;59;61;68;23;26;16;9;12;9;15;13;73;65;68;68;68;65;66;66;59;66;49;47;49;47;45;47;20
220829;E. Torregrossa;Ernesto Torregrossa;28;184;87;https://cdn.sofifa.com/players/220/829/21_60.png;Italy;71;71;0;1711;365;ST;ST;1837;1900000;14000;3200000;RES;2022;9;2014;False;Not in team;;;Left;1;3;4;Medium;Medium;73;70;55;66;28;73;44;74;70;62;62;64;55;54;49;69;75;71;69;71;63;72;87;76;83;60;40;25;74;58;72;68;23;23;21;10;9;5;13;8;71;66;68;68;68;66;68;67;62;67;51;49;51;49;46;49;18
233885;E. CÃ¶mert;Eray CÃ¶mert;22;183;80;https://cdn.sofifa.com/players/233/885/21_60.png;Switzerland;71;82;11;1704;372;CB;CB;896;3900000;9000;6600000;CB;2022;4;2016;False;Switzerland;SUB;14;Right;1;4;2;Medium;Medium;75;44;53;54;70;76;36;23;67;67;36;41;39;54;58;68;73;76;69;66;65;76;81;73;80;64;66;69;33;43;35;59;69;72;73;6;8;5;7;6;56;52;53;53;53;52;56;56;61;56;67;69;67;69;73;69;15
183453;P. OnianguÃ©;Prince OnianguÃ©;31;190;78;https://cdn.sofifa.com/players/183/453/21_60.png;Congo;71;71;0;1942;411;CDM,CM,CB;CB;210;1300000;6000;2300000;SUB;2022;6;2018;False;Not in team;;;Right;2;2;3;Medium;Medium;61;68;64;66;69;83;50;66;77;68;60;65;67;65;66;69;60;62;68;65;48;79;87;80;88;69;73;68;66;67;52;68;68;69;68;7;12;8;14;11;71;65;67;67;67;65;69;67;70;67;68;71;68;69;71;69;19
204215;A. Reach;Adam Reach;27;185;73;https://cdn.sofifa.com/players/204/215/21_60.png;England;71;71;0;1932;417;LWB,CAM,RW;LWB;1807;1800000;12000;3400000;LWB;2021;11;2016;False;Not in team;;;Left;1;4;3;High;Medium;75;69;68;72;63;70;71;64;57;69;69;71;66;42;67;73;73;77;73;71;71;76;77;84;75;75;40;57;66;71;55;70;67;64;62;8;11;8;16;6;71;71;70;70;70;71;71;71;71;71;71;68;71;70;66;70;19
228271;C. GonzÃ¡les;Christofer GonzÃ¡les;27;177;70;https://cdn.sofifa.com/players/228/271/21_60.png;Peru;71;71;0;1787;389;CAM,LM,RW;CAM;111013;2000000;750;4300000;RM;2022;17;2019;False;Not in team;;;Right;1;3;3;High;Low;71;64;67;77;56;54;59;62;51;74;58;80;52;59;66;73;70;71;80;66;70;70;46;71;58;66;27;65;65;71;57;58;56;53;48;6;9;12;7;9;68;70;70;70;70;70;71;71;71;71;66;65;66;64;58;64;16
231949;S. Ghoddos;Saman Ghoddos;26;177;79;https://cdn.sofifa.com/players/231/949/21_60.png;Iran;71;71;0;1912;401;CAM,CM,LW;CAM;1925;2000000;27000;3800000;SUB;2023;20;2021;False;Not in team;;;Right;1;3;4;High;Low;74;72;69;72;49;65;67;70;64;72;68;69;65;78;64;73;76;73;81;68;83;78;62;62;67;73;63;46;68;70;62;69;51;46;44;10;11;6;13;9;71;71;71;71;71;71;71;71;69;71;63;62;63;61;58;61;19
192490;Juan Villar;Juan Villar VÃ¡zquez;32;182;72;https://cdn.sofifa.com/players/192/490/21_60.png;Spain;71;71;0;1919;408;ST,RM;RW;1861;1500000;7000;2400000;SUB;2023;7;2020;False;Not in team;;;Right;1;4;3;Medium;Medium;89;69;68;71;40;71;67;69;62;66;69;70;77;73;57;68;86;91;91;70;69;72;90;71;70;66;68;35;71;75;68;69;55;26;29;6;6;7;7;12;71;71;71;71;71;71;71;71;66;71;60;57;60;57;54;57;17
215015;B. Bianchi;Bruno Bianchi;31;183;76;https://cdn.sofifa.com/players/215/015/21_60.png;Argentina;71;71;0;1593;350;CB;CB;110406;1300000;9000;2000000;RES;2023;2;2020;False;Not in team;;;Right;1;3;2;Low;Medium;59;35;54;56;73;73;45;29;67;67;25;53;31;23;59;59;57;61;61;65;49;51;65;65;77;35;75;75;41;49;21;55;73;73;73;14;15;14;16;10;53;52;52;52;52;52;56;56;60;56;67;70;67;68;71;68;21
234727;T. HÃ¼bers;Timo HÃ¼bers;23;190;82;https://cdn.sofifa.com/players/234/727/21_60.png;Germany;71;74;3;1632;356;CB;CB;485;2300000;13000;3900000;CB;2021;15;2016;False;Not in team;;;Right;1;4;2;Medium;High;66;39;53;55;72;71;40;36;68;62;35;53;38;39;59;60;63;68;48;67;50;51;69;59;78;35;70;71;42;53;40;63;72;73;72;14;11;14;9;13;56;53;54;54;54;53;56;57;60;57;65;68;65;67;73;67;20
179687;J. MartÃ­nez;JosÃ© JoaquÃ­n MartÃ­nez;33;177;70;https://cdn.sofifa.com/players/179/687/21_60.png;Mexico;71;71;0;1916;410;RB;RB;1878;975000;32000;1700000;RES;2022;12;2020;False;Not in team;;;Right;1;3;3;High;High;79;57;69;71;64;70;69;50;48;72;50;73;71;52;67;70;77;80;73;60;69;68;64;84;62;62;72;63;71;71;55;68;65;68;68;12;13;11;16;10;65;69;68;68;68;69;71;71;71;71;71;70;71;71;67;71;20
213480;F. Bachirou;Fouad Bachirou;30;170;65;https://cdn.sofifa.com/players/213/480/21_60.png;Comoros;71;71;0;1858;393;CDM,CM;CDM;14;1600000;27000;3000000;RES;2022;14;2020;False;Not in team;;;Right;1;3;3;Medium;High;74;42;63;74;69;71;60;38;44;65;40;71;64;46;67;73;80;69;89;69;92;42;71;74;66;44;81;75;63;62;50;77;67;76;62;11;10;8;14;15;59;65;62;62;62;65;67;69;69;69;71;71;71;70;70;70;20
245992;B. Gilmour;Billy Gilmour;19;170;66;https://cdn.sofifa.com/players/245/992/21_60.png;Scotland;71;86;15;1812;379;CM,CDM;CM;5;4400000;25000;11100000;RES;2023;23;2018;False;Scotland;SUB;23;Right;1;3;3;Medium;Medium;68;54;70;73;64;50;60;53;50;76;59;72;58;54;73;74;67;68;76;71;77;49;58;65;35;58;68;67;58;74;53;70;64;68;57;9;7;9;13;12;62;67;66;66;66;67;72;70;73;70;69;70;69;68;64;68;19
220649;S. Vecchia;Stefano Vecchia;25;183;80;https://cdn.sofifa.com/players/220/649/21_60.png;Sweden;71;71;0;1780;386;LW,RW;LW;298;2100000;6000;2600000;LW;2024;22;2021;False;Not in team;;;Right;1;3;4;Medium;Medium;77;67;66;72;39;65;64;69;35;70;57;72;69;61;57;71;81;74;77;66;71;67;61;73;68;68;49;38;68;70;54;72;45;37;31;11;12;6;14;14;68;70;70;70;70;70;71;71;67;71;60;57;60;56;49;56;20
231913;F. Aursnes;Fredrik Aursnes;24;179;71;https://cdn.sofifa.com/players/231/913/21_60.png;Norway;71;75;4;1989;419;CDM,CM;RWB;417;2400000;5000;3300000;CDM;2021;17;2015;False;Not in team;;;Right;1;3;3;High;High;74;65;70;71;67;72;68;64;58;74;54;68;68;63;69;71;72;76;80;68;79;68;71;91;62;66;71;68;66;66;66;67;67;69;65;12;14;14;8;13;69;69;68;68;68;69;71;72;72;72;73;72;73;72;69;72;20
243945;Gonzalo VerdÃº;Gonzalo Caicedo VerdÃº;31;185;80;https://cdn.sofifa.com/players/243/945/21_60.png;Spain;71;71;0;1754;376;CB;CB;468;1300000;12000;2900000;CB;2023;5;2017;False;Not in team;;;Right;1;3;2;High;Medium;62;53;55;56;72;78;38;49;69;62;42;51;48;64;60;58;59;64;63;68;59;63;76;69;83;54;75;73;39;57;63;59;76;69;65;5;6;9;7;11;59;54;55;55;55;54;58;57;62;57;65;69;65;66;71;66;16
215018;B. AlemÃ¡n;Brahian AlemÃ¡n;30;176;79;https://cdn.sofifa.com/players/215/018/21_60.png;Uruguay;71;71;0;2014;424;CAM,RM,LM;CAM;101084;1800000;11000;2600000;RM;2022;10;2019;False;Not in team;;;Left;1;3;3;High;Medium;72;71;74;71;66;70;71;65;60;76;66;72;80;78;73;71;69;74;75;66;65;81;70;66;71;75;72;69;70;71;69;69;65;66;64;9;8;14;6;7;71;71;71;71;71;71;71;71;71;71;71;71;71;70;69;70;16
227562;L. HaraslÃ­n;LukÃ¡Å¡ HaraslÃ­n;24;182;75;https://cdn.sofifa.com/players/227/562/21_60.png;Slovakia;71;76;5;1819;382;LM,RM;RM;111974;2800000;17000;5000000;SUB;2023;27;2020;False;Not in team;;;Right;1;4;4;High;Medium;79;62;66;74;40;61;66;63;59;67;58;72;68;54;66;72;77;80;90;64;83;62;73;78;61;59;38;33;66;67;58;65;33;41;48;13;12;13;10;15;68;70;68;68;68;70;71;72;67;72;61;56;61;59;51;59;20
238058;C. O'Hare;Callum O'Hare;22;173;65;https://cdn.sofifa.com/players/238/058/21_60.png;England;71;78;7;1923;408;CAM,RW,ST;RM;1800;3800000;23000;7800000;CAM;2023;11;2020;False;Not in team;;;Right;1;3;3;High;High;80;57;67;75;64;65;60;59;51;72;47;75;63;52;66;72;83;77;82;70;87;54;68;88;47;56;78;65;69;71;58;68;66;68;61;11;7;11;14;15;66;70;69;69;69;70;73;74;72;74;72;71;72;71;66;71;20
200683;O. Rashid;Osama Rashid;28;178;70;https://cdn.sofifa.com/players/200/683/21_60.png;Iraq;71;71;0;1919;399;CM;CM;110776;1900000;10000;3800000;SUB;2022;32;2021;False;Not in team;;;Right;1;3;3;Medium;Medium;69;65;72;73;56;64;68;58;45;73;66;72;80;77;70;74;69;69;71;73;77;74;57;79;57;70;63;59;65;72;72;79;61;58;40;15;8;9;11;7;67;70;69;69;69;70;71;71;71;71;67;67;67;65;60;65;19
186598;K. Naughton;Kyle Naughton;31;180;73;https://cdn.sofifa.com/players/186/598/21_60.png;England;71;71;0;1809;389;RWB,RB,CB;RWB;1960;1400000;17000;2700000;CB;2022;26;2015;False;Not in team;;;Right;2;3;3;Medium;Medium;68;52;64;67;70;68;67;45;67;72;52;65;43;28;66;68;67;68;71;70;70;68;73;70;67;52;68;67;54;59;47;67;72;71;71;12;10;9;9;11;63;63;62;62;62;63;65;67;67;67;71;71;71;71;71;71;19
210923;M. Al Owais;Mohammed Al Owais;28;187;79;https://cdn.sofifa.com/players/210/923/21_60.png;Saudi Arabia;71;72;1;1190;390;GK;GK;112387;1500000;18000;2700000;GK;2022;33;2017;False;Not in team;;;Left;1;3;1;Medium;Medium;75;66;56;76;47;70;14;20;20;27;12;14;16;16;26;17;44;49;37;67;61;42;74;35;62;12;17;24;10;66;19;57;13;20;13;75;66;56;70;76;30;27;29;29;29;27;33;31;33;31;29;30;29;29;30;29;72
221931;P. Å½ulj;Peter Å½ulj;27;185;80;https://cdn.sofifa.com/players/221/931/21_60.png;Austria;71;72;1;1937;400;CM,CDM,CAM;CM;101026;2100000;14000;0;SUB;2021;32;2019;True;Not in team;;;Left;1;3;4;High;Medium;53;70;72;71;66;68;69;66;58;74;66;71;73;72;72;74;51;54;66;64;63;76;54;66;73;73;61;70;72;73;74;69;61;70;64;10;16;8;8;15;70;68;69;69;69;68;72;70;72;70;69;71;69;68;68;68;20
234731;Jair Amador;Jair Amador Silos;30;191;80;https://cdn.sofifa.com/players/234/731/21_60.png;Portugal;71;71;0;1546;337;CB;CB;244;1500000;7000;2300000;SUB;2022;3;2020;False;Not in team;;;Left;1;2;2;Low;High;64;29;48;45;71;80;33;22;79;65;29;32;34;37;55;61;62;66;51;60;56;41;73;74;90;27;65;71;32;34;41;60;65;74;68;10;7;9;11;12;50;45;45;45;45;45;49;50;55;50;64;68;64;67;71;67;17
237291;G. Blanco Leschuk;Gustavo Blanco Leschuk;28;190;88;https://cdn.sofifa.com/players/237/291/21_60.png;Argentina;71;71;0;1691;370;ST;ST;110827;1900000;13000;0;ST;2021;22;2019;True;Not in team;;;Right;1;4;3;Medium;Medium;67;70;54;65;35;79;39;69;75;70;61;66;33;39;41;67;68;66;63;68;52;74;70;75;86;70;67;30;75;60;66;76;38;27;20;8;11;14;13;10;71;65;69;69;69;65;68;66;62;66;52;53;52;50;52;50;19
179947;Edgar;Edgar Bruno da Silva;33;191;87;https://cdn.sofifa.com/players/179/947/21_60.png;Brazil;71;71;0;1767;367;ST,RW;ST;2056;1200000;7000;1500000;ST;2021;9;2018;False;Not in team;;;Right;1;3;3;High;Medium;59;73;62;64;32;77;60;74;73;65;70;67;71;44;60;66;54;63;46;68;57;74;75;70;82;66;75;24;75;63;81;72;32;27;25;15;6;10;16;13;71;65;68;68;68;65;68;67;64;67;52;53;52;50;50;50;20
223212;O. Ã‡aÄŸlayan;OÄŸulcan Ã‡aÄŸlayan;24;188;78;https://cdn.sofifa.com/players/223/212/21_60.png;Turkey;71;73;2;1766;381;RM,ST,LM;RM;325;2400000;31000;4700000;RES;2024;17;2020;False;Not in team;;;Right;1;3;3;High;Low;85;63;66;74;27;66;68;62;64;69;62;74;65;64;63;74;85;85;79;65;70;67;64;67;71;61;53;23;66;60;62;59;23;24;22;7;9;16;16;6;70;71;69;69;69;71;71;72;64;72;55;51;55;52;45;52;18
