CLI_ID;CLI_ANNEE;CLI_PROD;CLI_PRIX;CLI_CONFORT;CLI_COM;CLI_CHOIX;CLI_AGE;CLI_GENRE
CLI_2134;1;2;13100;2250;3;0;56;F
CLI_2135;1;1;9700;1450;4;0;48;F
CLI_2136;1;2;14400;1900;3;3;47;F
CLI_2137;1;2;11000;1600;1;2;44;F
CLI_2138;1;1;8600;1650;2;1;52;F
CLI_2139;1;2;10600;2800;1;5;61;F
CLI_2140;1;2;11300;1850;5;0;39;M
CLI_2141;1;2;12100;1600;4;1;38;F
CLI_2142;1;2;16600;1950;2;3;43;F
CLI_2143;1;1;7300;1100;5;4;32;F
CLI_2144;1;1;4600;550;3;2;28;F
CLI_2145;1;1;8900;1150;4;4;45;F
CLI_2146;1;1;5200;850;5;2;25;F
CLI_2147;1;1;5900;700;5;1;26;F
CLI_2148;1;2;17600;2100;3;4;43;F
CLI_2149;1;1;8400;1300;4;1;37;M
CLI_2150;1;1;12300;1750;2;1;62;M
CLI_2151;1;1;8700;1350;1;4;47;M
CLI_2152;1;2;9600;1550;3;1;33;M
CLI_2153;1;1;8900;1400;1;4;46;F
CLI_2154;1;2;19100;2150;2;3;59;F
CLI_2155;1;1;3200;400;3;0;29;F
CLI_2156;1;1;3500;550;2;0;30;F
CLI_2157;1;1;7800;1250;1;4;48;F
CLI_2158;1;1;7500;1250;2;1;41;F
CLI_2159;1;1;10600;1650;2;4;61;M
CLI_2160;1;1;8100;1200;4;1;39;M
CLI_2161;1;1;9900;1450;3;4;47;F
CLI_2162;1;2;12700;1900;1;1;55;F
CLI_2163;1;1;4600;1200;3;0;40;M
CLI_2164;1;2;9300;2150;4;0;40;M
CLI_2165;1;1;6100;1350;1;4;61;M
CLI_2166;1;2;10000;1500;4;4;30;M
CLI_2167;1;1;6100;1100;2;1;45;F
CLI_2168;1;1;7800;1650;5;0;42;F
CLI_2169;1;2;9200;1000;1;0;35;F
CLI_2170;1;2;8000;900;4;1;24;M
CLI_2171;1;1;12900;1900;2;0;58;M
CLI_2172;1;1;9600;1550;4;0;47;F
CLI_2173;1;1;10000;1900;4;4;50;M
CLI_2174;1;2;14200;2650;2;0;50;M
CLI_2175;1;1;12100;1500;3;1;48;M
CLI_2176;1;2;23200;2900;2;3;64;F
CLI_2177;1;1;13500;1900;4;0;51;M
CLI_2178;1;1;5700;1050;3;1;36;M
CLI_2179;1;2;13500;1850;4;0;35;F
CLI_2180;1;1;6900;1100;1;1;39;F
CLI_2181;1;2;16000;2150;5;2;41;F
CLI_2182;1;1;8300;1850;5;0;49;F
CLI_2183;1;1;9500;1450;1;1;58;F
CLI_2184;1;2;14000;2050;3;2;51;M
CLI_2185;1;2;11400;1450;5;1;33;F
CLI_2186;1;1;8500;1300;3;4;45;F
CLI_2187;1;2;6500;1050;1;0;34;M
CLI_2188;1;1;9500;1550;5;0;40;F
CLI_2189;1;1;4300;550;5;0;29;F
CLI_2190;1;2;11000;1650;1;3;39;F
CLI_2191;1;1;6300;750;3;1;28;M
CLI_2192;1;1;6000;1050;5;0;36;F
CLI_2193;1;1;9900;1600;1;2;69;M
CLI_2194;1;2;15200;2150;1;3;56;F
CLI_2195;1;1;15600;1900;4;2;47;F
CLI_2196;1;1;9400;2000;5;0;51;F
CLI_2197;1;2;13100;2050;4;0;39;F
CLI_2198;1;1;6600;1100;1;1;37;F
CLI_2199;1;1;8600;1500;2;4;50;M
CLI_2200;1;1;5800;1050;2;3;35;M
CLI_2201;1;2;10200;1200;1;3;35;F
CLI_2202;1;1;9900;1350;4;4;45;M
CLI_2203;1;1;6400;1000;5;3;31;F
CLI_2204;1;1;10200;1400;3;0;47;F
CLI_2205;1;2;15800;1900;4;2;45;M
CLI_2206;1;1;7100;1350;5;4;43;M
CLI_2207;1;1;7100;1550;3;1;56;M
CLI_2208;1;1;9100;1200;2;1;46;F
CLI_2209;1;1;9400;1300;3;2;43;F
CLI_2210;1;1;7600;1300;2;1;47;F
CLI_2211;1;1;10800;1650;1;0;55;F
CLI_2212;1;1;10000;1750;3;4;60;F
CLI_2213;1;2;9600;1700;4;0;34;M
CLI_2214;1;1;11500;1350;3;4;50;F
CLI_2215;1;1;5100;800;1;1;32;M
CLI_2216;1;1;8500;1300;4;1;40;M
CLI_2217;1;1;10600;1300;3;1;38;F
CLI_2218;1;2;15200;2750;1;3;64;M
CLI_2219;1;1;9300;1550;3;1;51;F
CLI_2220;1;1;4800;950;1;0;40;M
CLI_2221;1;1;7100;1050;1;4;40;M
CLI_2222;1;1;6900;950;1;1;38;F
CLI_2223;1;1;8000;1500;1;0;51;F
CLI_2224;1;1;6100;750;1;1;31;M
CLI_2225;1;1;4700;650;1;2;36;M
CLI_2226;1;2;14500;2500;1;0;68;F
CLI_2227;1;1;3300;400;5;2;28;F
CLI_2228;1;1;12600;1850;3;0;47;M
CLI_2229;1;2;20100;2500;2;2;49;F
CLI_2230;1;2;12300;2150;2;1;49;M
CLI_2231;1;2;17200;2400;2;3;59;M
CLI_2232;1;2;11400;1700;1;1;39;F
CLI_2233;1;1;7400;1250;5;4;41;M
CLI_2234;1;1;6800;900;3;1;32;F
CLI_2235;1;1;8300;1250;3;4;42;F
CLI_2236;1;1;7800;1050;2;4;43;F
CLI_2237;1;2;16000;2400;2;3;59;F
CLI_2238;1;1;13200;1450;3;4;42;F
CLI_2239;1;2;11500;1400;5;4;34;F
CLI_2240;1;1;8300;1550;4;0;49;M
CLI_2241;1;2;4600;650;3;0;27;M
CLI_2242;1;1;5400;1150;4;0;40;F
CLI_2243;1;2;14400;2000;1;3;62;F
CLI_2244;1;2;10600;1950;5;5;36;M
CLI_2245;1;2;14800;2000;5;2;45;F
CLI_2246;1;1;10600;1750;3;0;48;F
CLI_2247;1;2;18200;2250;2;3;57;M
CLI_2248;1;1;6200;1100;3;1;40;F
CLI_2249;1;1;5000;800;5;1;25;M
CLI_2250;1;1;9400;1300;5;4;37;F
CLI_2251;1;1;11200;1600;5;3;44;M
CLI_2252;1;2;6300;1100;1;0;34;M
CLI_2253;1;1;5500;1000;2;1;40;F
CLI_2254;1;1;8800;1400;4;4;44;M
CLI_2255;1;1;9000;1400;2;1;47;M
CLI_2256;1;1;6900;1400;1;1;54;M
CLI_2257;1;2;11400;1450;1;3;38;M
CLI_2258;1;1;8000;1100;5;2;35;M
CLI_2259;1;1;9800;1100;2;1;36;F
CLI_2260;1;1;6800;950;1;3;39;M
CLI_2261;1;1;8800;1150;4;4;45;M
CLI_2262;1;1;8400;1600;5;0;44;M
CLI_2263;1;2;19800;2000;4;3;42;M
CLI_2264;1;2;5200;900;5;0;25;M
CLI_2265;1;1;10400;1300;1;1;49;M
CLI_2266;1;2;9200;1650;2;0;36;M
CLI_2267;1;2;16200;3200;2;0;62;M
CLI_2268;1;1;7000;800;4;2;27;M
CLI_2269;1;2;8100;1400;1;0;42;M
CLI_2270;1;1;7000;900;3;2;37;F
CLI_2271;1;2;10900;1300;5;5;29;M
CLI_2272;1;2;11600;1900;1;5;46;F
CLI_2273;1;2;12200;1800;5;0;38;M
CLI_2274;1;1;11000;1250;3;4;43;F
CLI_2275;1;1;6800;900;1;1;37;M
CLI_2276;1;1;7100;950;1;2;42;M
CLI_2277;1;1;12000;1500;5;3;49;M
CLI_2278;1;1;5300;1100;5;0;34;F
CLI_2279;1;1;14000;1800;1;0;51;M
CLI_2280;1;1;8600;1350;1;4;62;M
CLI_2281;1;1;4800;800;5;2;26;F
CLI_2282;1;1;6600;1350;2;4;57;M
CLI_2283;1;1;6300;900;5;0;30;M
CLI_2284;1;1;8300;1150;3;3;46;F
CLI_2285;1;1;7900;1200;4;2;39;F
CLI_2286;1;1;8100;1000;1;4;42;M
CLI_2287;1;1;10900;1800;2;4;66;M
CLI_2288;1;2;7500;1900;3;0;40;F
CLI_2289;1;1;7600;1050;1;1;47;M
CLI_2290;1;1;6600;1350;5;4;43;M
CLI_2291;1;2;8100;900;3;0;32;M
CLI_2292;1;2;8100;1050;3;0;31;M
CLI_2293;1;1;8500;1300;5;4;42;M
CLI_2294;1;1;5500;1000;3;1;34;M
CLI_2295;1;1;8000;950;4;4;31;M
CLI_2296;1;1;6200;1250;2;1;44;M
CLI_2297;1;2;10000;1900;2;0;45;M
CLI_2298;1;1;10300;1500;4;0;45;F
CLI_2299;1;2;7400;1150;1;0;35;M
CLI_2300;1;2;13500;1950;1;3;53;M
CLI_2301;1;1;6200;1000;4;3;30;F
CLI_2302;1;1;4600;1100;5;0;31;M
CLI_2303;1;1;9100;1400;4;0;47;M
CLI_2304;1;2;8200;1050;4;0;25;M
CLI_2305;1;2;16500;2300;4;3;42;M
CLI_2306;1;1;4000;600;4;0;31;F
CLI_2307;1;2;17400;2300;4;2;50;F
CLI_2308;1;1;6900;1050;2;4;39;M
CLI_2309;1;1;3100;400;5;0;20;M
CLI_2310;1;1;8000;1050;2;1;34;F
CLI_2311;1;2;11800;2350;3;0;51;M
CLI_2312;1;1;6100;950;3;4;38;F
CLI_2313;1;2;7300;900;4;5;32;F
CLI_2314;1;1;5000;800;1;2;35;F
CLI_2315;1;1;4200;700;5;1;24;M
CLI_2316;1;1;7300;1300;1;4;44;F
CLI_2317;1;1;5400;800;2;1;33;F
CLI_2318;1;2;15200;2450;4;3;54;M
CLI_2319;1;1;6200;850;1;3;35;M
CLI_2320;1;1;8200;1100;3;1;41;M
CLI_2321;1;1;6100;1250;1;1;41;F
CLI_2322;1;1;6900;1050;1;4;37;F
CLI_2323;1;1;11500;1700;3;0;51;F
CLI_2324;1;1;8000;1400;3;1;47;F
CLI_2325;1;2;9400;1650;3;3;33;F
CLI_2326;1;2;13500;1750;2;3;40;F
CLI_2327;1;2;13000;2050;4;3;43;M
CLI_2328;1;1;12700;1950;3;1;50;F
CLI_2329;1;2;8100;1100;4;0;25;M
CLI_2330;1;1;6000;900;1;1;41;F
CLI_2331;1;1;5700;650;3;2;33;M
CLI_2332;1;1;12400;1400;4;0;45;M
CLI_2333;1;1;11900;1900;3;0;54;F
CLI_2334;1;2;8800;1200;3;4;28;F
CLI_2335;1;2;11000;1200;3;2;32;F
CLI_2336;1;1;8900;1200;4;1;37;F
CLI_2337;1;1;6900;1350;4;4;49;M
CLI_2338;1;1;6700;1050;1;1;42;F
CLI_2339;1;1;2400;200;4;0;31;M
CLI_2340;1;1;5400;750;4;1;30;M
CLI_2341;1;2;14100;2150;3;2;42;F
CLI_2342;1;1;6600;1250;4;1;45;F
CLI_2343;1;1;6400;750;4;1;27;F
CLI_2344;1;1;7200;950;5;4;33;F
CLI_2345;1;2;9300;1550;3;0;35;M
CLI_2346;1;2;14500;2200;4;0;44;F
CLI_2347;1;1;8600;1400;4;4;49;M
CLI_2348;1;1;8600;1450;1;4;62;F
CLI_2349;1;1;7700;1450;5;4;37;M
CLI_2350;1;2;12100;2400;3;3;48;F
CLI_2351;1;2;12200;2050;4;3;48;F
CLI_2352;1;1;21100;2550;3;0;49;F
CLI_2353;1;2;12700;2000;4;2;41;M
CLI_2354;1;2;10800;2500;3;0;62;F
CLI_2355;1;2;8400;1500;5;4;29;M
CLI_2356;1;2;12600;1450;1;4;39;M
CLI_2357;1;1;5200;750;4;0;26;M
CLI_2358;1;1;12200;1650;5;0;44;M
CLI_2359;1;1;6900;900;2;1;29;M
CLI_2360;1;1;5600;1150;2;1;52;M
CLI_2361;1;1;3300;850;1;0;31;M
CLI_2362;1;1;8000;1150;1;1;47;M
CLI_2363;1;2;11100;2050;3;0;54;F
CLI_2364;1;1;8200;1050;4;4;30;F
CLI_2365;1;1;7900;950;1;1;42;F
CLI_2366;1;2;11100;1600;2;1;36;F
CLI_2367;1;1;14300;1600;1;0;53;F
CLI_2368;1;1;12400;1600;2;1;49;F
CLI_2369;1;2;11200;1950;2;1;52;M
CLI_2370;1;2;13300;2100;3;1;45;F
CLI_2371;1;2;12700;1500;5;3;34;M
CLI_2372;1;1;5400;700;3;1;30;M
CLI_2373;1;2;10900;1600;4;2;35;F
CLI_2374;1;2;9300;1200;1;4;35;M
CLI_2375;1;1;9000;1400;3;4;54;M
CLI_2376;1;1;12400;1750;5;4;43;F
CLI_2377;1;1;7400;1150;1;1;44;F
CLI_2378;1;1;7100;1050;2;4;42;F
CLI_2379;1;1;5100;1300;1;1;46;M
CLI_2380;1;1;9300;1250;3;1;42;F
CLI_2381;1;1;10600;1600;3;1;49;F
CLI_2382;1;1;8400;1250;1;4;46;F
CLI_2383;1;1;8900;1650;4;4;48;F
CLI_2384;1;1;12400;1650;5;0;45;M
CLI_2385;1;1;3500;350;2;0;35;M
CLI_2386;1;2;11500;1350;2;4;30;M
CLI_2387;1;2;13000;2000;3;3;54;F
CLI_2388;1;1;5800;1150;5;3;41;F
CLI_2389;1;2;12000;2500;1;0;55;F
CLI_2390;1;1;8800;1250;5;4;35;M
CLI_2391;1;1;7600;1250;4;3;38;M
CLI_2392;1;1;6000;1250;4;1;38;M
CLI_2393;1;2;7300;950;3;4;30;F
CLI_2394;1;2;7400;750;4;1;30;M
CLI_2395;1;1;6100;1000;4;3;33;F
CLI_2396;1;1;9200;1200;5;4;36;M
CLI_2397;1;1;6400;950;1;1;41;M
CLI_2398;1;1;5400;850;2;1;35;F
CLI_2399;1;2;7100;1400;1;0;41;M
CLI_2400;1;1;7500;1000;4;1;30;M
CLI_2401;1;1;8600;1250;2;4;45;M
CLI_2402;1;1;10400;1250;4;1;37;M
CLI_2403;1;2;17000;2250;2;3;53;M
CLI_2404;1;1;8100;1250;2;4;47;F
CLI_2405;1;1;7800;1000;2;1;45;F
CLI_2406;1;2;6700;750;2;0;29;F
CLI_2407;1;2;23000;3050;4;0;52;F
CLI_2408;1;1;15200;1850;2;0;51;M
CLI_2409;1;1;5500;850;1;3;31;F
CLI_2410;1;1;10400;1700;1;0;61;F
CLI_2411;1;1;9100;1000;4;4;30;M
CLI_2412;1;1;8900;1450;5;4;45;M
CLI_2413;1;1;4800;950;4;0;38;M
CLI_2414;1;1;5800;950;3;1;37;M
CLI_2415;1;1;10900;1750;1;0;52;M
CLI_2416;1;2;17600;2700;5;2;49;F
CLI_2417;1;1;3900;450;3;0;31;F
CLI_2418;1;1;5000;850;1;1;40;M
CLI_2419;1;1;7100;1000;5;3;33;F
CLI_2420;1;1;5900;1100;2;1;39;M
CLI_2421;1;1;4900;650;3;2;34;M
CLI_2422;1;1;9700;1450;5;4;43;F
CLI_2423;1;1;6300;1050;3;1;35;F
CLI_2424;1;1;1700;100;3;0;31;F
CLI_2425;1;1;6700;1050;2;4;45;M
CLI_2426;1;2;8400;1850;1;0;48;M
CLI_2427;1;1;4000;500;2;2;32;M
CLI_2428;1;2;11500;2250;4;5;42;M
CLI_2429;1;1;6600;1000;3;4;37;F
CLI_2430;1;1;12800;1750;3;2;51;F
CLI_2431;1;1;9500;1300;3;1;38;F
CLI_2432;1;1;6100;1000;2;1;36;M
CLI_2433;1;1;6700;1100;5;1;31;M
CLI_2434;1;1;7100;1100;3;1;36;F
CLI_2435;1;1;7300;1400;3;1;46;F
CLI_2436;1;1;5700;900;3;3;33;F
CLI_2437;1;1;6900;900;2;1;31;M
CLI_2438;1;1;6700;1050;4;3;34;M
CLI_2439;1;1;10000;1300;2;1;53;F
CLI_2440;1;1;8500;1200;1;1;52;F
CLI_2441;1;2;10500;1250;4;2;31;M
CLI_2442;1;2;14200;2150;5;1;48;F
CLI_2443;1;1;7700;1000;1;4;42;F
CLI_2444;1;1;4600;500;2;1;35;F
CLI_2445;1;1;14200;1800;1;0;68;M
CLI_2446;1;1;4900;1050;5;1;30;F
CLI_2447;1;1;8900;1150;3;1;44;M
CLI_2448;1;1;7400;1150;1;1;51;M
CLI_2449;1;1;9100;1550;3;0;58;M
CLI_2450;1;1;4500;650;5;2;28;F
CLI_2451;1;2;8600;1200;1;0;34;F
CLI_2452;1;1;9900;1450;1;0;45;M
CLI_2453;1;1;10300;2100;2;0;52;M
CLI_2454;1;1;7300;1200;2;1;42;F
CLI_2455;1;1;8500;1400;2;1;58;M
CLI_2456;1;1;14600;2100;5;0;53;M
CLI_2457;1;1;8900;1550;2;4;54;F
CLI_2458;1;1;8600;1250;4;1;45;F
CLI_2459;1;1;6400;900;5;4;24;M
CLI_2460;1;1;6800;1000;3;1;36;M
CLI_2461;1;1;7100;1250;4;1;40;M
CLI_2462;1;1;8700;1400;5;4;39;F
CLI_2463;1;2;17200;2750;2;0;52;M
CLI_2464;1;1;9700;1300;5;4;41;F
CLI_2465;1;2;10500;1350;2;4;29;M
CLI_2466;1;2;9900;1200;5;4;20;F
CLI_2467;1;1;7800;1150;5;4;34;F
CLI_2468;1;1;4900;650;5;2;20;F
CLI_2469;1;1;7500;850;2;1;34;F
CLI_2470;1;1;5000;800;3;2;33;F
CLI_2471;1;1;8800;1500;4;0;45;F
CLI_2472;1;1;10200;1950;3;0;59;M
CLI_2473;1;1;11000;1550;2;4;59;F
CLI_2474;1;2;10700;2000;5;0;43;F
CLI_2475;1;1;7700;1100;5;4;33;F
CLI_2476;1;2;17700;2550;2;3;62;M
CLI_2477;1;2;9300;1200;1;4;33;F
CLI_2478;1;1;4100;400;2;0;33;F
CLI_2479;1;1;9100;1300;5;4;37;F
CLI_2480;1;1;6800;950;5;4;30;M
CLI_2481;1;1;5800;1050;1;1;39;M
CLI_2482;1;1;7800;1550;2;1;49;M
CLI_2483;1;1;8200;1100;1;1;44;M
CLI_2484;1;1;6900;1250;3;4;44;M
CLI_2485;1;1;5400;600;1;1;34;M
CLI_2486;1;1;9200;1450;5;4;42;F
CLI_2487;1;2;15200;2200;2;3;58;M
CLI_2488;1;1;7200;1050;4;1;36;M
CLI_2489;1;1;5200;600;2;2;30;M
CLI_2490;1;2;10900;1800;5;0;36;M
CLI_2491;1;1;6800;950;5;1;30;M
CLI_2492;1;2;11400;1500;2;1;40;M
CLI_2493;1;1;9100;1200;1;4;46;M
CLI_2494;1;1;13200;2000;5;0;52;M
CLI_2495;1;1;7800;850;3;1;33;M
CLI_2496;1;2;17000;2250;4;2;45;M
CLI_2497;1;1;12500;1700;1;0;56;M
CLI_2498;1;2;9800;1150;4;3;29;M
CLI_2499;1;2;17600;2400;4;3;49;M
CLI_2500;1;1;4100;600;3;0;34;M
CLI_2501;1;1;5900;850;1;1;33;M
CLI_2502;1;1;6000;800;1;3;37;F
CLI_2503;1;1;3700;600;2;2;31;M
CLI_2504;1;1;8800;1550;1;1;56;M
CLI_2505;1;2;13100;1600;3;3;35;M
CLI_2506;1;1;8900;1450;4;4;45;F
CLI_2507;1;1;9100;1550;2;0;63;F
CLI_2508;1;1;12700;2050;3;0;63;M
CLI_2509;1;1;6100;750;5;0;29;F
CLI_2510;1;1;9500;1100;3;4;33;F
CLI_2511;1;1;2800;250;3;0;30;F
CLI_2512;1;2;11700;2100;1;0;46;M
CLI_2513;1;1;10900;1700;5;4;47;F
CLI_2514;1;1;8900;1200;5;4;33;M
CLI_2515;1;1;6900;950;1;4;39;F
CLI_2516;1;1;4200;600;1;0;36;F
CLI_2517;1;1;9300;1500;5;4;43;M
CLI_2518;1;2;13500;2000;4;4;43;M
CLI_2519;1;2;6400;850;4;1;30;F
CLI_2520;1;1;5500;850;5;3;20;M
CLI_2521;1;2;14200;1950;3;1;43;M
CLI_2522;1;1;7600;1300;5;0;38;F
CLI_2523;1;2;16300;2150;5;0;44;M
CLI_2524;1;1;5700;950;1;1;48;M
CLI_2525;1;1;3900;600;5;0;28;F
CLI_2526;1;2;4500;450;2;0;31;F
CLI_2527;1;1;10600;1350;5;4;49;F
CLI_2528;1;1;5700;1050;4;3;31;F
CLI_2529;1;1;8900;1600;5;0;52;M
CLI_2530;1;1;9600;1400;3;4;56;F
CLI_2531;1;1;9800;1550;2;0;43;M
CLI_2532;1;1;11100;1700;1;0;53;F
CLI_2533;1;1;6900;1600;1;0;53;F
CLI_2534;1;1;7000;1100;2;1;41;M
CLI_2535;1;2;14100;1650;5;2;33;M
CLI_2536;1;2;10700;1800;5;0;42;M
CLI_2537;1;1;11400;1950;4;0;45;M
CLI_2538;1;1;9800;1150;4;3;35;M
CLI_2539;1;1;10600;1450;1;4;51;M
CLI_2540;1;2;6800;1350;4;0;29;F
CLI_2541;1;2;13700;1700;5;3;35;F
CLI_2542;1;1;7900;1150;2;4;43;F
CLI_2543;1;1;6900;1000;3;1;36;F
CLI_2544;1;1;12100;1600;3;4;49;M
CLI_2545;1;1;10600;2000;5;0;42;F
CLI_2546;1;1;7400;1200;4;4;38;M
CLI_2547;1;1;10100;1300;1;4;52;M
CLI_2548;1;1;6600;850;2;1;36;F
CLI_2549;1;2;13500;2200;5;0;44;M
CLI_2550;1;1;7700;1300;3;1;37;M
CLI_2551;1;2;11200;2200;4;0;52;M
CLI_2552;1;1;11900;1700;1;0;60;M
CLI_2553;1;2;10500;1600;5;0;33;M
CLI_2554;1;2;16100;2200;4;2;52;M
CLI_2555;1;1;7200;1150;2;1;44;F
CLI_2556;1;1;7000;850;5;2;29;F
CLI_2557;1;1;9200;1450;4;1;44;M
CLI_2558;1;1;5300;800;5;0;24;F
CLI_2559;1;1;11500;1800;4;0;59;M
CLI_2560;1;1;8800;1050;3;1;41;M
CLI_2561;1;1;7600;1300;3;1;41;F
CLI_2562;1;2;8900;1550;4;4;36;F
CLI_2563;1;2;7800;900;3;0;29;M
CLI_2564;1;1;5700;750;1;1;31;M
CLI_2565;1;1;7000;1150;2;1;39;M
CLI_2566;1;1;7400;1150;3;3;42;F
CLI_2567;1;1;8000;1100;5;4;29;F
CLI_2568;1;1;12700;1650;3;0;55;F
CLI_2569;1;1;10900;1550;4;4;56;M
CLI_2570;1;1;5500;800;1;1;32;M
CLI_2571;1;1;9800;1500;3;0;55;F
CLI_2572;1;2;9600;1350;5;4;29;F
CLI_2573;1;1;6100;850;4;3;28;M
CLI_2574;1;2;11300;1850;4;2;38;F
CLI_2575;1;2;12900;1850;1;5;52;M
CLI_2576;1;1;7200;950;1;1;40;F
CLI_2577;1;1;8200;1100;4;1;33;F
CLI_2578;1;1;6500;1650;2;1;58;F
CLI_2579;1;2;22900;2700;3;0;55;F
CLI_2580;1;1;10600;1750;4;0;49;F
CLI_2581;1;1;7800;850;5;2;29;F
CLI_2582;1;1;6500;1000;4;2;39;M
CLI_2583;1;1;6400;1100;3;1;41;M
CLI_2584;1;1;11800;1400;2;4;44;F
CLI_2585;1;1;5900;1100;1;1;43;F
CLI_2586;1;2;11100;1500;5;0;29;F
CLI_2587;1;1;7000;1300;1;3;47;F
CLI_2588;1;2;11900;1800;1;5;44;F
CLI_2589;1;2;13200;1750;1;3;43;F
CLI_2590;1;1;13400;2000;4;3;47;M
CLI_2591;1;2;6000;1350;5;0;25;F
CLI_2592;1;1;7400;850;5;4;23;F
CLI_2593;1;1;3100;300;1;0;34;M
CLI_2594;1;1;5300;800;4;2;31;F
CLI_2595;1;2;22400;2550;1;3;60;M
CLI_2596;1;2;14500;1850;4;5;39;M
CLI_2597;1;1;6700;1350;5;4;42;F
CLI_2598;1;1;6300;950;5;3;30;M
CLI_2599;1;2;9500;1100;5;0;25;M
CLI_2600;1;1;6800;850;2;1;32;M
CLI_2601;1;1;7900;1250;5;0;39;M
CLI_2602;1;1;7100;1200;4;1;40;F
CLI_2603;1;1;7800;1300;3;0;45;M
CLI_2604;1;1;9600;1700;2;4;53;M
CLI_2605;1;2;13800;2200;2;3;48;F
CLI_2606;1;2;11600;2350;1;0;55;F
CLI_2607;1;1;5500;750;3;1;32;M
CLI_2608;1;2;14500;2300;1;3;62;M
CLI_2609;1;2;12500;2050;1;3;54;F
CLI_2610;1;1;7900;1250;5;1;34;M
CLI_2611;1;1;11700;1500;2;1;56;M
CLI_2612;1;1;9200;1450;4;4;44;M
CLI_2613;1;1;7900;1300;1;4;51;F
CLI_2614;1;1;10600;1550;3;0;48;M
CLI_2615;1;2;28500;2550;5;0;43;M
CLI_2616;1;1;7600;1350;4;4;47;F
CLI_2617;1;1;5800;1200;1;1;41;F
CLI_2618;1;1;4000;600;3;1;33;F
CLI_2619;1;1;5400;800;5;2;26;M
CLI_2620;1;1;13500;1950;2;4;50;F
CLI_2621;1;1;8300;1150;3;1;39;M
CLI_2622;1;1;7200;1350;4;4;44;M
CLI_2623;1;1;9700;1450;2;2;45;F
CLI_2624;1;2;18100;2150;2;2;53;M
CLI_2625;1;2;18900;1900;2;5;42;F
CLI_2626;1;1;13700;1950;3;0;51;M
CLI_2627;1;1;10300;1300;3;4;46;M
CLI_2628;1;2;16000;2150;1;3;50;F
CLI_2629;1;1;8300;1300;1;4;52;F
CLI_2630;1;2;13000;1800;3;2;48;F
CLI_2631;1;1;12900;2000;5;0;50;M
CLI_2632;1;1;5900;1050;5;3;27;F
CLI_2633;1;2;17600;2450;3;3;47;F
CLI_2634;1;1;8600;1050;5;4;29;M
CLI_2635;1;1;5400;900;2;1;35;M
CLI_2636;1;2;8000;1750;1;0;42;F
CLI_2637;1;1;10300;1750;1;4;66;M
CLI_2638;1;2;13400;2100;1;5;46;M
CLI_2639;1;1;4700;900;2;1;35;M
CLI_2640;1;1;6300;1250;2;1;45;M
CLI_2641;1;1;4900;800;4;1;26;M
CLI_2642;1;1;3500;450;2;0;30;M
CLI_2643;1;1;15300;1800;4;0;46;F
CLI_2644;1;1;8400;1100;4;3;38;M
CLI_2645;1;2;13800;2400;2;3;54;M
CLI_2646;1;2;13500;2200;1;2;57;M
CLI_2647;1;2;22900;2600;2;0;51;M
CLI_2648;1;2;14200;2200;1;5;56;F
CLI_2649;1;1;7800;900;5;1;27;F
CLI_2650;1;2;15600;2150;5;2;39;F
CLI_2651;1;2;6600;900;2;4;37;F
CLI_2652;1;1;6500;850;1;1;40;M
CLI_2653;1;1;6500;1300;1;4;53;F
CLI_2654;1;1;7300;900;2;1;39;F
CLI_2655;1;1;8700;1250;5;1;35;M
CLI_2656;1;1;5400;950;2;1;37;M
CLI_2657;1;2;9200;1300;4;0;24;M
CLI_2658;1;2;7100;700;4;4;31;M
CLI_2659;1;1;7700;1150;2;1;39;M
CLI_2660;1;1;10300;1900;3;4;59;M
CLI_2661;1;1;7900;1300;3;4;37;M
CLI_2662;1;1;10800;1250;2;1;47;M
CLI_2663;1;1;7600;1400;5;4;50;F
CLI_2664;1;2;9900;2050;2;1;49;F
CLI_2665;1;1;9100;1350;4;4;45;F
CLI_2666;1;1;11700;1600;5;0;42;M
CLI_2667;1;1;5600;1100;1;1;39;M
CLI_2668;1;1;9300;1250;1;4;45;F
CLI_2669;1;1;8200;1150;2;1;43;F
CLI_2670;1;1;9400;1150;3;1;32;F
CLI_2671;1;1;6000;1050;1;1;38;F
CLI_2672;1;2;12000;1750;2;1;41;F
CLI_2673;1;1;5500;850;5;3;22;F
CLI_2674;1;1;8500;1250;1;4;52;F
CLI_2675;1;1;9700;1300;2;4;45;M
CLI_2676;1;1;5500;850;3;1;31;F
CLI_2677;1;1;6900;1150;3;4;41;F
CLI_2678;1;2;16500;2350;2;3;50;M
CLI_2679;1;2;15800;1750;2;2;39;F
CLI_2680;1;1;8600;1450;3;4;45;M
CLI_2681;1;1;10200;1400;3;1;46;M
CLI_2682;1;1;8200;1600;3;0;54;M
CLI_2683;1;2;16200;2250;2;3;47;M
CLI_2684;1;1;6300;1200;4;1;38;M
CLI_2685;1;2;14000;1400;4;3;32;M
CLI_2686;1;1;9100;1450;1;0;47;F
CLI_2687;1;2;14700;1750;1;3;46;M
CLI_2688;1;1;5500;1100;5;3;29;M
CLI_2689;1;1;6800;900;4;2;32;M
CLI_2690;1;1;6500;1000;1;1;39;F
CLI_2691;1;1;4800;650;2;2;31;F
CLI_2692;1;2;11500;2000;2;1;55;M
CLI_2693;1;1;8500;1500;5;0;41;M
CLI_2694;1;1;8500;1150;4;3;38;F
